,Longitude,Latitude,S_vel_5km,S_vel_10km,S_vel_15km,S_vel_20km,S_vel_25km,S_vel_30km,S_vel_35km,S_vel_40km
405,-78.0,3.5,2.85983,2.88497,3.03589,3.62085,4.1213,4.1213,4.16252,4.20415
406,-77.5,3.5,2.68191,2.87403,2.88497,3.38939,4.0805,4.0805,4.1213,4.16252
407,-77.0,3.5,2.77795,2.99073,3.0021,3.44806,4.0805,4.0805,4.1213,4.16252
408,-76.5,3.5,3.15282,3.25584,3.3893,3.6576,3.98581,3.98581,4.0805,4.1213
409,-76.0,3.5,3.33278,3.48954,3.53129,3.68388,3.86843,3.86843,3.88277,3.97298
410,-75.5,3.5,3.20036,3.33834,3.46171,3.49633,3.7646,3.7646,3.91514,3.95429
411,-75.0,3.5,3.06859,3.35377,3.42743,3.46171,3.69189,3.69189,3.93539,4.05404
412,-74.5,3.5,3.08377,3.48954,3.53129,3.58453,3.8437,3.8437,4.07411,4.11485
413,-74.0,3.5,3.15282,3.34112,3.53129,3.69588,3.87637,3.87637,3.91514,3.95429
414,-73.5,3.5,3.12161,3.32543,3.53129,3.60938,3.85071,3.85071,3.96082,4.13692
415,-73.0,3.5,3.06101,3.32543,3.53129,3.5554,3.59856,3.59856,3.95477,4.33153
416,-72.5,3.5,3.04548,3.3099,3.53129,3.5554,3.72839,3.72839,4.0846,4.33153
417,-72.0,3.5,3.0301,3.29453,3.53129,3.5554,3.84137,3.84137,4.14306,4.33153
418,-71.5,3.5,3.04503,3.27713,3.49633,3.53784,3.88834,3.88834,3.96082,4.13692
419,-71.0,3.5,3.06011,3.27713,3.49633,3.53784,3.73867,3.73867,3.92183,4.13692
420,-81.0,3.0,3.14147,3.31018,3.69125,4.0805,4.16252,4.16252,4.20415,4.24619
421,-80.5,3.0,3.09143,3.14952,3.61062,4.0805,4.16252,4.16252,4.20415,4.24619
422,-80.0,3.0,3.12235,3.18101,3.62643,4.0805,4.16252,4.16252,4.20415,4.24619
423,-79.5,3.0,3.23264,3.24496,3.65852,4.0805,4.16252,4.16252,4.20415,4.24619
424,-79.0,3.0,3.26469,3.30274,3.32485,3.7008,4.1213,4.1213,4.16252,4.20415
425,-78.5,3.0,2.96111,2.97238,3.07968,3.62085,4.1213,4.1213,4.16252,4.20415
426,-78.0,3.0,2.61696,2.91331,3.01982,3.03374,4.14263,4.14263,4.24619,4.28865
427,-77.5,3.0,2.60497,2.8174,2.82812,3.36092,4.0805,4.0805,4.1213,4.16252
428,-77.0,3.0,2.84016,2.90297,3.17396,3.45107,3.76456,3.76456,4.04214,4.24619
429,-76.5,3.0,3.31365,3.33666,3.53653,3.77439,3.85816,3.85816,3.95971,4.0805
430,-76.0,3.0,3.35011,3.50687,3.53129,3.60938,3.71749,3.71749,3.73128,3.89717
431,-75.5,3.0,3.15751,3.37026,3.42743,3.46171,3.50923,3.50923,3.73065,4.03496
432,-75.0,3.0,3.17103,3.38805,3.49633,3.53129,3.87637,3.87637,3.91514,3.95429
433,-74.5,3.0,3.09197,3.54194,3.58453,3.63829,3.78277,3.78277,3.97475,4.09458
434,-74.0,3.0,3.18467,3.37296,3.53129,3.69588,3.87637,3.87637,3.91514,3.95429
435,-73.5,3.0,3.15595,3.40545,3.53129,3.62772,3.75467,3.75467,3.86477,4.13692
436,-73.0,3.0,3.18751,3.42193,3.53129,3.64626,3.79221,3.79221,3.88361,4.13692
437,-72.5,3.0,3.21715,3.40545,3.53129,3.64626,3.88834,3.88834,3.96082,4.13692
438,-72.0,3.0,3.16867,3.35696,3.53129,3.60938,3.86943,3.86943,3.96082,4.13692
439,-71.5,3.0,3.10623,3.32543,3.53129,3.5554,3.79566,3.79566,3.96082,4.13692
440,-71.0,3.0,3.0907,3.29251,3.49633,3.53784,3.68098,3.68098,3.84614,4.13692
441,-81.0,2.5,3.10649,3.11834,3.59498,4.0805,4.16252,4.16252,4.20415,4.24619
442,-80.5,2.5,3.10649,3.11834,3.59498,4.0805,4.16252,4.16252,4.20415,4.24619
443,-80.0,2.5,3.13756,3.14952,3.61062,4.0805,4.16252,4.16252,4.20415,4.24619
444,-79.5,2.5,3.12251,3.38284,3.40004,3.7356,4.1213,4.1213,4.16252,4.20415
445,-79.0,2.5,3.1129,3.18679,3.20299,3.63676,4.1213,4.1213,4.16252,4.20415
446,-78.5,2.5,2.73473,2.77239,2.9795,3.62085,4.1213,4.1213,4.16252,4.20415
447,-78.0,2.5,2.45606,2.72135,2.77239,3.333,4.0805,4.0805,4.1213,4.2259
448,-77.5,2.5,2.5583,2.73974,3.04049,3.43201,3.92829,3.92829,4.14263,4.31083
449,-77.0,2.5,2.95767,3.08135,3.24887,3.65302,3.9357,3.9357,3.9985,4.0805
450,-76.5,2.5,3.22767,3.50687,3.53129,3.62772,3.75467,3.75467,3.76858,3.91585
451,-76.0,2.5,3.25512,3.48954,3.53129,3.58453,3.65172,3.65172,3.68824,3.72512
452,-75.5,2.5,3.1547,3.37173,3.49633,3.53129,3.7646,3.7646,3.91514,3.95429
453,-75.0,2.5,3.16867,3.35696,3.53129,3.65802,3.87637,3.87637,3.91514,3.95429
454,-74.5,2.5,3.11362,3.4395,3.5666,3.62037,3.76349,3.76349,3.95547,4.09458
455,-74.0,2.5,3.12811,3.42193,3.54903,3.60227,3.67007,3.67007,3.78184,4.01688
456,-73.5,2.5,3.13776,3.35696,3.53129,3.5666,3.61556,3.61556,3.65172,3.92328
457,-73.0,2.5,3.21811,3.42193,3.53129,3.62772,3.7735,3.7735,3.88361,4.13692
458,-72.5,2.5,3.15282,3.32372,3.51389,3.5666,3.61556,3.61556,3.7646,4.06036
459,-72.0,2.5,3.15282,3.34112,3.53129,3.57322,3.77607,3.77607,3.94123,4.13692
460,-71.5,2.5,3.10623,3.30804,3.49633,3.55565,3.68098,3.68098,3.84614,4.13692
461,-71.0,2.5,3.0907,3.27528,3.49667,3.5554,3.64452,3.64452,3.82768,4.13692
462,-81.0,2.0,3.10649,3.11834,3.59498,4.0805,4.16252,4.16252,4.20415,4.24619
463,-80.5,2.0,3.05794,4.05308,4.18201,4.22382,4.30872,4.30872,4.35181,4.39533
464,-80.0,2.0,3.05794,4.05308,4.18201,4.22382,4.30872,4.30872,4.35181,4.39533
465,-79.5,2.0,3.10169,3.28336,3.30004,3.68544,4.1213,4.1213,4.16252,4.20415
466,-79.0,2.0,2.95119,3.20647,3.21866,3.55654,4.0805,4.0805,4.1213,4.16252
467,-78.5,2.0,2.60304,2.79798,3.04373,3.45745,4.0805,4.0805,4.1213,4.2259
468,-78.0,2.0,2.4392,2.60182,3.07321,3.65259,3.92829,3.92829,4.0805,4.20539
469,-77.5,2.0,2.64131,2.84577,3.21425,3.68388,3.85816,3.85816,3.95971,4.0805
470,-77.0,2.0,2.94245,3.2793,3.53129,3.60938,3.71749,3.71749,3.73128,3.89717
471,-76.5,2.0,3.17001,3.50687,3.53129,3.62091,3.72512,3.72512,3.76237,3.8
472,-76.0,2.0,3.19319,3.43776,3.49667,3.62091,3.8,3.8,3.838,3.87637
473,-75.5,2.0,3.2162,3.33834,3.4791,3.67831,3.87637,3.87637,3.91514,3.95429
474,-75.0,2.0,3.24836,3.38912,3.53129,3.69588,3.87637,3.87637,3.91514,3.95429
475,-74.5,2.0,3.18436,3.32234,3.55044,3.67467,3.74383,3.74383,3.81909,3.97574
476,-74.0,2.0,3.16867,3.30529,3.49736,3.60227,3.65172,3.65172,3.70677,3.80037
477,-73.5,2.0,3.20036,3.37296,3.53129,3.60262,3.74439,3.74439,3.87676,3.95429
478,-73.0,2.0,3.16914,3.37296,3.53129,3.60938,3.71749,3.71749,3.84614,4.13692
479,-72.5,2.0,3.13729,3.34112,3.53129,3.57322,3.73746,3.73746,3.90262,4.13692
480,-72.0,2.0,3.06101,3.25687,3.42777,3.49633,3.61556,3.61556,3.74532,3.97894
481,-71.5,2.0,3.0907,3.27528,3.49667,3.5554,3.64452,3.64452,3.82768,4.13692
482,-71.0,2.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
483,-81.0,1.5,3.13772,3.18101,3.62643,4.0805,4.16252,4.16252,4.20415,4.24619
484,-80.5,1.5,3.13772,3.18101,3.62643,4.0805,4.16252,4.16252,4.20415,4.24619
485,-80.0,1.5,3.15325,3.18101,3.62643,4.0805,4.16252,4.16252,4.20415,4.24619
486,-79.5,1.5,3.10854,3.23766,3.25934,3.66787,4.1213,4.1213,4.16252,4.20415
487,-79.0,1.5,2.96719,3.23853,3.25085,3.57267,4.0805,4.0805,4.1213,4.16252
488,-78.5,1.5,2.70271,2.87653,3.27271,3.5554,3.61657,3.61657,3.84788,4.12172
489,-78.0,1.5,2.5583,2.92417,3.37812,3.48535,3.52766,3.52766,3.79442,4.0805
490,-77.5,1.5,2.70271,3.13511,3.53129,3.5666,3.61556,3.61556,3.65172,3.86505
491,-77.0,1.5,2.94057,3.39053,3.5666,3.60227,3.65172,3.65172,3.68824,3.72512
492,-76.5,1.5,3.14475,3.42119,3.51389,3.62091,3.72512,3.72512,3.76237,3.8
493,-76.0,1.5,3.20162,3.32017,3.41106,3.56766,3.68824,3.68824,3.88021,4.09458
494,-75.5,1.5,3.28085,3.38805,3.51389,3.72226,3.94619,3.94619,3.96082,4.13692
495,-75.0,1.5,3.26469,3.33689,3.55324,3.74853,3.8,3.8,3.89643,4.09951
496,-74.5,1.5,3.23236,3.38912,3.53129,3.70297,3.90712,3.90712,3.92161,3.99242
497,-74.0,1.5,3.15282,3.27256,3.48048,3.62037,3.68824,3.68824,3.72512,3.80037
498,-73.5,1.5,3.15282,3.34112,3.53129,3.60262,3.74439,3.74439,3.87676,3.95429
499,-73.0,1.5,3.12161,3.32543,3.53129,3.57322,3.69962,3.69962,3.86477,4.13692
500,-72.5,1.5,3.10623,3.29081,3.49667,3.57322,3.68098,3.68098,3.84614,4.13692
501,-72.0,1.5,3.06011,3.22597,3.42777,3.49633,3.61556,3.61556,3.67007,3.9242
502,-71.5,1.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
503,-71.0,1.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
504,-81.0,1.0,3.10649,3.11834,3.59498,4.0805,4.16252,4.16252,4.20415,4.24619
505,-80.5,1.0,3.1001,3.25085,3.26737,3.66905,4.1213,4.1213,4.16252,4.20415
506,-80.0,1.0,3.11487,3.25085,3.26737,3.66905,4.1213,4.1213,4.16252,4.20415
507,-79.5,1.0,3.09713,3.30363,3.31619,3.6054,4.0805,4.0805,4.1213,4.16252
508,-79.0,1.0,3.06192,3.30649,3.45713,3.47365,3.78305,3.78305,4.0805,4.1213
509,-78.5,1.0,2.92622,3.19991,3.46171,3.48535,3.52766,3.52766,3.79442,4.0805
510,-78.0,1.0,2.7988,3.13939,3.42743,3.45084,3.50204,3.50204,3.51503,3.78897
511,-77.5,1.0,2.83015,3.19763,3.42743,3.46171,3.50923,3.50923,3.54432,3.57976
512,-77.0,1.0,3.00011,3.24468,3.46171,3.49633,3.54432,3.54432,3.57976,3.68933
513,-76.5,1.0,3.12161,3.25687,3.39349,3.46205,3.54432,3.54432,3.82817,4.13552
514,-76.0,1.0,3.28085,3.30363,3.37728,3.64369,3.87637,3.87637,3.91514,3.95429
515,-75.5,1.0,3.34679,3.37003,3.46273,3.72226,3.94619,3.94619,3.96082,4.13692
516,-75.0,1.0,3.33031,3.43858,3.53129,3.74174,3.97506,3.97506,4.07969,4.20415
517,-74.5,1.0,3.21652,3.38912,3.53129,3.72226,3.94619,3.94619,3.96082,4.01204
518,-74.0,1.0,3.13729,3.28944,3.51528,3.63829,3.68824,3.68824,3.72512,3.90193
519,-73.5,1.0,3.12161,3.32543,3.53129,3.60938,3.71749,3.71749,3.74995,4.04073
520,-73.0,1.0,3.06011,3.24286,3.44466,3.49633,3.61556,3.61556,3.67007,3.9242
521,-72.5,1.0,3.06041,3.22463,3.39383,3.49667,3.61592,3.61592,3.70677,3.92223
522,-72.0,1.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
523,-71.5,1.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
524,-71.0,1.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
525,-81.0,0.5,3.1001,3.25085,3.26737,3.66905,4.1213,4.1213,4.16252,4.20415
526,-80.5,0.5,3.08279,3.30363,3.31619,3.6054,4.0805,4.0805,4.1213,4.16252
527,-80.0,0.5,3.08279,3.30363,3.31619,3.6054,4.0805,4.0805,4.1213,4.16252
528,-79.5,0.5,3.08081,3.3545,3.47447,3.5084,3.80058,3.80058,4.0805,4.1213
529,-79.0,0.5,3.09101,3.30804,3.49633,3.5202,3.56293,3.56293,3.81206,4.0805
530,-78.5,0.5,3.0316,3.29081,3.46171,3.48535,3.53707,3.53707,3.55017,3.80655
531,-78.0,0.5,2.9606,3.25687,3.39349,3.42743,3.47448,3.47448,3.50923,3.63517
532,-77.5,0.5,2.98548,3.21075,3.39349,3.42743,3.47448,3.47448,3.50923,3.67279
533,-77.0,0.5,3.06011,3.22597,3.42777,3.49633,3.59829,3.59829,3.80225,3.95429
534,-76.5,0.5,3.18436,3.23876,3.31025,3.55518,3.87637,3.87637,3.91514,3.95429
535,-76.0,0.5,3.2162,3.28769,3.35989,3.57885,3.94619,3.94619,3.96082,4.13692
536,-75.5,0.5,3.24836,3.37173,3.51389,3.68388,3.85816,3.85816,4.0846,4.33153
537,-75.0,0.5,3.29782,3.42119,3.62305,3.77414,3.81996,3.81996,3.9406,4.0805
538,-74.5,0.5,3.21811,3.42193,3.53129,3.74174,3.97506,3.97506,4.01818,4.0805
539,-74.0,0.5,3.13776,3.35696,3.53129,3.64626,3.78213,3.78213,3.92169,4.0805
540,-73.5,0.5,3.10623,3.30804,3.51389,3.5912,3.68068,3.68068,3.80805,4.1173
541,-73.0,0.5,3.0907,3.29251,3.49633,3.53784,3.66298,3.66298,3.84614,4.13692
542,-72.5,0.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
543,-72.0,0.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
544,-71.5,0.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
545,-71.0,0.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
546,-81.0,0.0,3.08279,3.30363,3.31619,3.6054,4.0805,4.0805,4.1213,4.16252
547,-80.5,0.0,3.08279,3.30363,3.31619,3.6054,4.0805,4.0805,4.1213,4.16252
548,-80.0,0.0,3.06646,3.3545,3.47447,3.5084,3.80058,3.80058,4.0805,4.1213
549,-79.5,0.0,3.0907,3.27528,3.49667,3.5554,3.62625,3.62625,3.8094,4.13692
550,-79.0,0.0,3.04548,3.25823,3.42743,3.46171,3.61556,3.61556,3.67007,3.86014
551,-78.5,0.0,3.07548,3.27528,3.46171,3.49633,3.54432,3.54432,3.74828,3.95429
552,-78.0,0.0,3.06011,3.24286,3.44466,3.49633,3.54432,3.54432,3.63427,3.84027
553,-77.5,0.0,3.02981,3.22763,3.42743,3.46171,3.50923,3.50923,3.56213,3.82571
554,-77.0,0.0,3.0907,3.25823,3.44466,3.49633,3.7646,3.7646,3.91514,3.95429
555,-76.5,0.0,3.06011,3.22597,3.42777,3.49633,3.54432,3.54432,3.82817,4.13552
556,-76.0,0.0,3.12161,3.29081,3.46171,3.53825,3.85071,3.85071,3.96082,4.13692
557,-75.5,0.0,3.15282,3.34112,3.53129,3.64626,3.78213,3.78213,3.96249,4.24745
558,-75.0,0.0,3.20416,3.43858,3.52662,3.70965,3.98581,3.98581,4.0805,4.1213
559,-74.5,0.0,3.18625,3.40545,3.53129,3.70297,3.89674,3.89674,3.979,4.0805
560,-74.0,0.0,3.10623,3.30804,3.51389,3.5554,3.59856,3.59856,3.82988,4.0805
561,-73.5,0.0,3.0907,3.29251,3.51389,3.57322,3.63455,3.63455,3.84788,4.12172
562,-73.0,0.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
563,-72.5,0.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
564,-72.0,0.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
565,-71.5,0.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
566,-71.0,0.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
567,-81.0,-0.5,3.08279,3.30363,3.31619,3.6054,4.0805,4.0805,4.1213,4.16252
568,-80.5,-0.5,3.04548,3.25823,3.42743,3.46812,3.52766,3.52766,3.79442,4.0805
569,-80.0,-0.5,3.0907,3.27528,3.49667,3.5554,3.63455,3.63455,3.84788,4.12172
570,-79.5,-0.5,3.0907,3.27528,3.49667,3.5554,3.64452,3.64452,3.82768,4.13692
571,-79.0,-0.5,3.0907,3.27528,3.46171,3.49633,3.78277,3.78277,3.91514,3.95429
572,-78.5,-0.5,3.0907,3.27528,3.46171,3.49633,3.7646,3.7646,3.91514,3.95429
573,-78.0,-0.5,3.0907,3.27528,3.46171,3.49633,3.7288,3.7288,3.91514,3.95429
574,-77.5,-0.5,3.0907,3.27528,3.46171,3.49633,3.74662,3.74662,3.91514,3.95429
575,-77.0,-0.5,3.0907,3.27528,3.46171,3.49633,3.80112,3.80112,3.91514,3.95429
576,-76.5,-0.5,3.0907,3.27528,3.46171,3.49633,3.81966,3.81966,3.91514,3.95429
577,-76.0,-0.5,3.04548,3.24134,3.42777,3.49633,3.59829,3.59829,3.72549,4.00307
578,-75.5,-0.5,3.10623,3.30804,3.51389,3.5912,3.6709,3.6709,3.86606,4.20664
579,-75.0,-0.5,3.13729,3.34112,3.53129,3.62772,3.74469,3.74469,3.90296,4.12172
580,-74.5,-0.5,3.13729,3.32372,3.51389,3.62772,3.74469,3.74469,3.90296,4.0805
581,-74.0,-0.5,3.04503,3.2599,3.46171,3.48535,3.52766,3.52766,3.79442,4.0805
582,-73.5,-0.5,3.0907,3.27528,3.49667,3.5554,3.63455,3.63455,3.84788,4.12172
583,-73.0,-0.5,3.0907,3.27528,3.49667,3.5554,3.59856,3.59856,3.82988,4.18509
584,-72.5,-0.5,3.0907,3.27528,3.49667,3.5554,3.61657,3.61657,3.84788,4.14263
585,-72.0,-0.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
586,-71.5,-0.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
587,-71.0,-0.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
588,-81.0,-1.0,3.08279,3.30363,3.31619,3.6054,4.0805,4.0805,4.1213,4.16252
589,-80.5,-1.0,3.06646,3.3545,3.47447,3.5084,3.80058,3.80058,4.0805,4.1213
590,-80.0,-1.0,3.0907,3.27528,3.49667,3.5554,3.63455,3.63455,3.84788,4.12172
591,-79.5,-1.0,3.0907,3.27528,3.46171,3.49633,3.78277,3.78277,3.91514,3.95429
592,-79.0,-1.0,3.0907,3.27528,3.46171,3.49633,3.78277,3.78277,3.91514,3.95429
593,-78.5,-1.0,3.0907,3.27528,3.46171,3.49633,3.80112,3.80112,3.91514,3.95429
594,-78.0,-1.0,3.04503,3.24286,3.42743,3.46171,3.58012,3.58012,3.78408,3.97416
595,-77.5,-1.0,3.0907,3.27528,3.46171,3.49633,3.80112,3.80112,3.91514,3.95429
596,-77.0,-1.0,3.0907,3.27528,3.46171,3.49633,3.80112,3.80112,3.91514,3.95429
597,-76.5,-1.0,3.07548,3.29251,3.49633,3.5202,3.68163,3.68163,3.86477,4.13692
598,-76.0,-1.0,3.07548,3.29251,3.49633,3.5202,3.66298,3.66298,3.84614,4.13692
599,-75.5,-1.0,3.0907,3.27528,3.49667,3.57322,3.63455,3.63455,3.84788,4.12172
600,-75.0,-1.0,3.0907,3.29251,3.51389,3.57322,3.63455,3.63455,3.84788,4.14263
601,-74.5,-1.0,3.0907,3.29251,3.51389,3.57322,3.63455,3.63455,3.84788,4.14263
602,-74.0,-1.0,3.0907,3.27528,3.49667,3.5554,3.63455,3.63455,3.84788,4.12172
603,-73.5,-1.0,3.06465,3.30441,3.42777,3.50281,3.56293,3.56293,3.81206,4.0805
604,-73.0,-1.0,3.0907,3.27528,3.49667,3.5554,3.61657,3.61657,3.84788,4.14263
605,-72.5,-1.0,3.0907,3.27528,3.49667,3.5554,3.61657,3.61657,3.84788,4.14263
606,-72.0,-1.0,3.0907,3.27528,3.49667,3.5554,3.63455,3.63455,3.84788,4.12172
607,-71.5,-1.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
608,-71.0,-1.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
